,0,0,0
25381,2018-05-11T17:54:31.32,platp,monkaS
25382,2018-05-11T17:54:31.54,jackpothaze,BibleThump
25383,2018-05-11T17:54:31.80,leoshortie,LUL
25384,2018-05-11T17:54:31.96,snariaz,POGGERS
25385,2018-05-11T17:54:32.38,tastytango,monkaS
25386,2018-05-11T17:54:32.68,alecuros,LUL
25387,2018-05-11T17:54:32.71,orcbestotrom,amazs
25388,2018-05-11T17:54:32.77,Aklaio,KRIPP OMEGALUL
25389,2018-05-11T17:54:33.31,貓貓將會吞噬你,LUL
25390,2018-05-11T17:54:33.,Unused_holes,𝓜 𝓪 𝓱 𝓓 𝓾 𝓭 𝓮 𝓼𝓜 𝓪 𝓱 𝓓 𝓾 𝓭 𝓮 𝓼𝓜 𝓪 𝓱 𝓓 𝓾 𝓭 𝓮 𝓼
25391,2018-05-11T17:54:33.59,Kopopobobo,LOOL
25392,2018-05-11T17:54:33.59,apercots,@AmazHS any reason you dont run Anduin in this deck?
25393,2018-05-11T17:54:34.06,umiforce,triS
25394,2018-05-11T17:54:34.47,redhotspot,Concede monkaS
25395,2018-05-11T17:54:35.49,Testmybeam,@erashi_ thanks :) I made it myself :)
25396,2018-05-11T17:54:35.49,Eldar_Warlock,POGGERS
25397,2018-05-11T17:54:36.92,Kbabknight,PogChamp
25398,2018-05-11T17:54:36.95,venomosh,BOTTOM RIGHT monkaS BOTTOM RIGHT monkaS BOTTOM RIGHT monkaS
25399,2018-05-11T17:54:37.05,Christian_HS,PogChamp $100
25400,2018-05-11T17:54:37.34,Bluepaint3,@Skod 4Head
25401,2018-05-11T17:54:37.59,Bob69,monkaS
25402,2018-05-11T17:54:37.76,VonIvan,OMEGALUL
25403,2018-05-11T17:54:38.04,QUOTE_IF_SOMEONE_QUOTE_ME,@GALLICK stop @ me monkaStare
25404,2018-05-11T17:54:38.10,WickedAce17,LUL
25405,2018-05-11T17:54:38.69,rangedkibbles3,amazGun amazGun
25406,2018-05-11T17:54:39.39,BlueSkyHS,@Skod PogChamp
25407,2018-05-11T17:54:39.78,venomosh,BOTTOM RIGHT monkaS BOTTOM RIGHT monkaS
25408,2018-05-11T17:54:40.72,hypnozzz,lie LUL
25409,2018-05-11T17:54:41.09,チョマ,@Skod Jebaited
25410,2018-05-11T17:54:41.26,Divait97,W forsenOMEGA W
25411,2018-05-11T17:54:41.28,manBearGopher,Kappa
25412,2018-05-11T17:54:41.9,Soulbem,Pog
25413,2018-05-11T17:54:42.02,3Blaze,monkaS ITS RICKY
25414,2018-05-11T17:54:42.79,GameikCZE,PogChamp
25415,2018-05-11T17:54:42.83,TrigginFypo,@skod monkaS
25416,2018-05-11T17:54:42.8,口尺刀モ尺,@Skod monkaStare
25417,2018-05-11T17:54:43.08,colombus_57,KRIPP OMEGALUL
25418,2018-05-11T17:54:43.24,beavertailsandwich,Kappa totally
25419,2018-05-11T17:54:43.3,MrCoolSK,OMEGALUL
25420,2018-05-11T17:54:43.77,Firnaf,exposed LUL
25421,2018-05-11T17:54:43.82,Jackietan98,@Skod
25422,2018-05-11T17:54:43.88,C0RNDOG,@Skod inc ban LUL
25423,2018-05-11T17:54:44.0,Christian_HS,@ 208299942 :) / Hello
25424,2018-05-11T17:54:44.17,WlSPA,@Skod amazW i c u
25425,2018-05-11T17:54:44.18,iberdek,@Skod YOU FUCKED
25426,2018-05-11T17:54:44.76,Bob69,BOTTOM RIGHT monkaS
25427,2018-05-11T17:54:45.14,ferum234,monkaS
25428,2018-05-11T17:54:45.60,suhuramax,Sure Kappa
25429,2018-05-11T17:54:45.85,meneses412,@skod
25430,2018-05-11T17:54:46.35,best_analyst_21stcentury,Rekt LUL
25431,2018-05-11T17:54:46.6,shamil3344,GOWKratos amazzzz
25432,2018-05-11T17:54:46.84,WickedAce17,11-1 and said that LUL
25433,2018-05-11T17:54:47.33,Aklaio,Ban monkaS
25434,2018-05-11T17:54:47.37,theftnoodles,@skod time to pay up nerd OMEGALUL
25435,2018-05-11T17:54:47.81,ImTerryFox,@Skod
25436,2018-05-11T17:54:47.87,lidl_wain_,SELLOUT
25437,2018-05-11T17:54:48.16,nix_moon,@Skod POGGERS
25438,2018-05-11T17:54:48.,Eldar_Warlock,@Skod Jebaited EZ
25439,2018-05-11T17:54:48.46,CheeseCakeBeats,Jebaited
25440,2018-05-11T17:54:49.54,3Blaze,DONT LISTEN TO SKOD monkaS
25441,2018-05-11T17:54:49.70,dont_underuse_monkas,@Skod monkaStare
25442,2018-05-11T17:54:49.74,dizzysheep1,TAG HIM LUL
25443,2018-05-11T17:54:50.07,Staalern,he would already be out but ricky carried :)
25444,2018-05-11T17:54:50.28,elzunipapa,WITH RICKY WINS IT WONT COUNT
25445,2018-05-11T17:54:50.32,RamaXDL,@Skod banned LUL
25446,2018-05-11T17:54:50.34,and_steven,@Skod amazScam
25447,2018-05-11T17:54:50.49,qonfid,lol
25448,2018-05-11T17:54:50.56,luxu5,@QUOTE_IF_SOMEONE_QUOTE_ME @QUOTE_IF_SOMEONE_QUOTE_ME
25449,2018-05-11T17:54:52.03,rangedkibbles3,@Skod LUL
25450,2018-05-11T17:54:52.16,Mirroro24,@Skod LUL
25451,2018-05-11T17:54:52.42,Firestarter320,"DONT, you'll destory the universe!"
25452,2018-05-11T17:54:53.95,豆腐,amazDww amaz12
25453,2018-05-11T17:54:55.19,muoneutrino,if u get 11 wins i win denote u $101 Kappa
25454,2018-05-11T17:54:55.45,貓貓將會吞噬你,@Skod inc LUL
25455,2018-05-11T17:54:55.50,Qpa97,@Skod Bann Inc LUL
25456,2018-05-11T17:54:55.76,qonfid,l0l
25457,2018-05-11T17:54:55.82,zonehawk,I'll match you @Skod
25458,2018-05-11T17:54:56.44,BoggleWash,monkaS better believe him to be s-safe mmonkaS
25459,2018-05-11T17:54:56.65,Christian_HS,WutFace
25460,2018-05-11T17:54:56.94,Divait97,KRIPP forsenOMEGA
25461,2018-05-11T17:54:57.04,LittleRocket,@Skod called out OMEGALUL
25462,2018-05-11T17:54:57.,jdk2209,@AmazHS you missed my sub
25463,2018-05-11T17:54:57.96,Israelyoungboss,@skod
25464,2018-05-11T17:54:58.22,rosumakk,Am I in Stains Gate cmonBruh
25465,2018-05-11T17:54:58.28,OscarGarza95,He didn't say when tho Kappa
25466,2018-05-11T17:54:58.50,tommy_y_fontana,-100
25467,2018-05-11T17:54:58.66,Schrodinger_Cat__,@skod monkaStare
25468,2018-05-11T17:54:59.00,pythundra,@Skod i know you are from the future and know he will be 11-3
25469,2018-05-11T17:55:00.99,romek_ziomek,@Skod is ricky LUL EXPOSED
25470,2018-05-11T17:55:00.99,nemsythewarlock,lets gooo
25471,2018-05-11T17:55:01.03,ottomr,@Skod monkaStare
25472,2018-05-11T17:55:01.26,Blinking__Henry,Coming from the future to warn of something that destroyed the space-time continuum 🤔
25473,2018-05-11T17:55:01.39,Kbabknight,@Skod LUL
25474,2018-05-11T17:55:02.12,Wraptile,@Skod amazDerp amazDerp amazDerp amazDerp
25475,2018-05-11T17:55:02.31,Firnaf,@Skod monkaS
25476,2018-05-11T17:55:04.40,da_fr3di,@skod you better pay that shit
25477,2018-05-11T17:55:04.42,TheShyBoyyy,@skod haha
25478,2018-05-11T17:55:05.34,NariG_TV,@QUOTE_IF_SOMEONE_QUOTE_ME
25479,2018-05-11T17:55:05.76,bosstaurusprimigenus,@skod rip 100$
25480,2018-05-11T17:55:06.0,Turias,@Skod LUL
25481,2018-05-11T17:55:06.83,史萊姆君,@Skod Jebaited LUL
25482,2018-05-11T17:55:07.35,Mobilat,100$ < space BibleThump plz amazz
25483,2018-05-11T17:55:09.26,Divait97,forsen1 forsen2
25484,2018-05-11T17:55:09.46,hdmicabel,motivation
25485,2018-05-11T17:55:10.84,kokowesd,don't do it its your enemy Kripp trying to destroy the world
25486,2018-05-11T17:55:10.92,GoodGuyFerri,I bet @Skod browser will crash as soon as Amaz gets 12 wins LUL
25487,2018-05-11T17:55:11.24,Divait97,forsen3 forsen4
25488,2018-05-11T17:55:11.87,nemsythewarlock,monkaS meister
25489,2018-05-11T17:55:13.42,Testmybeam,dogdogQ2 dogdogQ3 dogdogQ4 dogdogQ2
25490,2018-05-11T17:55:14.49,kardelot,322
25491,2018-05-11T17:55:14.59,paololaff,11 - 3 BlessRNG
25492,2018-05-11T17:55:15.11,Olympiastreets,atpRtsd3 atpRtsd4
25493,2018-05-11T17:55:15.44,3Blaze,SKOD IS RICKY WANTING YOU TO DESTROY THE SPACE TIME
25494,2018-05-11T17:55:17.54,best_analyst_21stcentury,I don't think hes kidding though
25495,2018-05-11T17:55:17.87,NaturalSelec,amaz reads everything monkaS
25496,2018-05-11T17:55:18.17,lamBruce,@Skod thijsA thijsA
25497,2018-05-11T17:55:19.04,suhuramax,Yikers TriHard
25498,2018-05-11T17:55:19.11,3Blaze,monkaS
25499,2018-05-11T17:55:19.49,luketjh,@Skod LUL
25500,2018-05-11T17:55:19.65,manBearGopher,cmonBruh ?
25501,2018-05-11T17:55:20.33,demonspadott,@Skod
25502,2018-05-11T17:55:20.97,OscarGarza95,@AmazHS He didn't say when tho LUL
25503,2018-05-11T17:55:23.25,bobepicteam,haHAA YIKERS
25504,2018-05-11T17:55:24.4,hahahhxdxdxd,auchenai looks juicy
25505,2018-05-11T17:55:25.95,prozacco,@Skod @AmazHS if you get 12 wins I'll donate 12 000 dollars
25506,2018-05-11T17:55:26.80,olofsv,What different from staff and admin
25507,2018-05-11T17:55:27.79,venomosh,AMAZ SOLD SPACE FOR 100$ OMEGALUL
25508,2018-05-11T17:55:29.07,3cson,Give 2 coins to a priest is a nightmare LUL
25509,2018-05-11T17:55:29.19,AneleTrueGoat,LUL
25510,2018-05-11T17:55:29.82,Divait97,forsen1 forsen2
25511,2018-05-11T17:55:29.9,apriloneil11,@AmazHS if you get 69 wins i will donate 420 dollars
25512,2018-05-11T17:55:31.46,kapparinoo123,@amazhs if 11-3 I'll donate 500
25513,2018-05-11T17:55:32.44,olofsv,Its like mods?
25514,2018-05-11T17:55:32.90,buffility2603,Ricky : 50/50 dude
25515,2018-05-11T17:55:32.96,Olympiastreets,atpCarl
25516,2018-05-11T17:55:33.67,peters60813,＠Skod monkaS Clap
25517,2018-05-11T17:55:35.08,swuster,OMEGALUL
25518,2018-05-11T17:55:38.05,onegee,Skod = doks 💿📀💿
25519,2018-05-11T17:55:38.25,Holy_Master_Oogway,@ninja
25520,2018-05-11T17:55:38.31,therealmystiq,Wtf cmonBruh
25521,2018-05-11T17:55:45.0,C0RNDOG,@Skod @AmazHS if you get 12 wins I'll donate 12 000 dollars <-- quote
25522,2018-05-11T17:55:45.12,suhuramax,💿 Clap
25523,2018-05-11T17:55:45.71,groundpoint,StoneLightning
25524,2018-05-11T17:55:47.21,ben10hawkins,kapparinoo123: @amazhs if 11-3 I'll donate 500
25525,2018-05-11T17:55:47.49,buffility2603,Ricky should get 50$
25526,2018-05-11T17:55:48.70,WlSPA,cmonBruh
25527,2018-05-11T17:55:49.03,Christian_HS,@ 131163293 :) / Hello
25528,2018-05-11T17:55:49.08,AneleTrueGoat,i will donate 1000dollar if u get12-3
25529,2018-05-11T17:55:55.92,C0RNDOG,@amazhs if 11-3 I'll donate 500 <-- quote
25530,2018-05-11T17:56:01.24,Unused_holes,𝓜 𝓪 𝓱 𝓓 𝓾 𝓭 𝓮 𝓼 𝓜 𝓪 𝓱 𝓓 𝓾 𝓭 𝓮 𝓼
25531,2018-05-11T17:56:06.09,jdk2209,@AmazHS You missed my Prime Sub :C
25532,2018-05-11T17:56:09.85,nemsythewarlock,CrreamAwk CrreamAwk CrreamAwk CrreamAwk CrreamAwk
25533,2018-05-11T17:56:11.54,Kbabknight,LUL
25534,2018-05-11T17:56:15.25,Ron_HS,BabyRage
25535,2018-05-11T17:56:17.95,suprexify,@Christian_HS hey FeelsGoodMan
25536,2018-05-11T17:56:18.48,Eldar_Warlock,PepeHands
25537,2018-05-11T17:56:18.53,enxxxxx,LUL
25538,2018-05-11T17:56:19.33,R6Kappa,D:
25539,2018-05-11T17:56:20.75,callmeonmycellphone,11-2 LUL
25540,2018-05-11T17:56:23.5,Aklaio,LUL PLS 11-3
25541,2018-05-11T17:56:23.66,GoodGuyFerri,Fortnites?
25542,2018-05-11T17:56:23.77,apagne,monkaS
25543,2018-05-11T17:56:24.10,貓貓將會吞噬你,LUL
25544,2018-05-11T17:56:25.28,nemsythewarlock,monkaS
25545,2018-05-11T17:56:25.35,C0RNDOG,kapparinoo123: @amazhs if 11-3 I'll donate 500 <-- quote
25546,2018-05-11T17:56:25.79,LittleRocket,MC LUL
25547,2018-05-11T17:56:26.22,colombus_57,LUL
25548,2018-05-11T17:56:27.11,kappatheone,"@amazhs The stream title should be ""finding ricky"""
25549,2018-05-11T17:56:27.52,manBearGopher,Kappa
25550,2018-05-11T17:56:30.12,Vodski,TriHard inc
25551,2018-05-11T17:56:30.23,mr_dodz,death?
25552,2018-05-11T17:56:30.59,APlayerWithAVeryLongName,@AmazHS how many lands should I put in my magic arena draft?
25553,2018-05-11T17:56:30.91,Soulbem,Fortnites
25554,2018-05-11T17:56:31.81,riddle2845,Fornite?
25555,2018-05-11T17:56:32.09,Jhonnathanjl,Fortnite? monkaS
25556,2018-05-11T17:56:33.27,BenO_____,11 3 inc
25557,2018-05-11T17:56:33.44,Testmybeam,type :) if you have crippling depression :)
25558,2018-05-11T17:56:33.62,buffility2603,Savjs online PogChamp
25559,2018-05-11T17:56:36.17,nemsythewarlock,fournines
25560,2018-05-11T17:56:36.24,チョマ,D:
25561,2018-05-11T17:56:36.7,techies137,Who foe is it RIckymartin ?
25562,2018-05-11T17:56:36.91,VoidTitan,monkaS
25563,2018-05-11T17:56:37.68,Ati198,D:
25564,2018-05-11T17:56:38.74,Testmybeam,:)
25565,2018-05-11T17:56:38.91,WlSPA,D:
25566,2018-05-11T17:56:39.35,kl85120303,DragonSlayer PogChamp
25567,2018-05-11T17:56:39.39,Riandea,D:
25568,2018-05-11T17:56:39.71,Soulbem,monkaS
25569,2018-05-11T17:56:39.83,Colebearpig,:)
25570,2018-05-11T17:56:42.06,Foodzya,Entomb Kappa
25571,2018-05-11T17:56:44.83,Soulbem,Pog
25572,2018-05-11T17:56:45.31,GoodGuyFerri,ninjaPon ninjaPon toastyIRL toastyIRL
25573,2018-05-11T17:56:46.77,dont_underuse_monkas,no
25574,2018-05-11T17:56:46.93,bosstaurusprimigenus,LUL
25575,2018-05-11T17:56:47.3,ottomr,POGGERS inc
25576,2018-05-11T17:56:47.59,Neonldas,I'M READY FeelsGoodMan
25577,2018-05-11T17:56:48.71,pythundra,no
25578,2018-05-11T17:56:48.78,xnu_,S D: CKS
25579,2018-05-11T17:56:48.90,チョマ,I'M READY FeelsGoodMan
25580,2018-05-11T17:56:49.30,nix_moon,POGGERS
25581,2018-05-11T17:56:49.51,Christian_HS,@ 104717034 :) / Hello
25582,2018-05-11T17:56:49.60,Eldar_Warlock,POGGERS
25583,2018-05-11T17:56:50.90,Renixion,POGGERS
25584,2018-05-11T17:56:51.09,Mr_Botz,D:
25585,2018-05-11T17:56:51.93,Firnaf,i'm ready :)
25586,2018-05-11T17:56:52.11,Christian_HS,@ 61492802 :) / Hello
25587,2018-05-11T17:56:52.21,beavertailsandwich,POGGERS
25588,2018-05-11T17:56:52.34,mata_hxri,NO monkaS
25589,2018-05-11T17:56:53.00,Kbabknight,POGGERS
25590,2018-05-11T17:56:53.48,Mobilat,POGGERS
25591,2018-05-11T17:56:55.02,suhuramax,ninja subs haHAA
25592,2018-05-11T17:56:55.45,Soulbem,POGGERS
25593,2018-05-11T17:57:00.36,Divait97,forsen1 forsen2
25594,2018-05-11T17:57:01.20,ottomr,DO IT
25595,2018-05-11T17:57:01.29,Sjoediboy,Lets gooooo
25596,2018-05-11T17:57:01.57,Divait97,forsen3 forsen4
25597,2018-05-11T17:57:02.45,swuster,NO DO THE THING
25598,2018-05-11T17:57:02.62,dont_underuse_monkas,DO IT
25599,2018-05-11T17:57:02.73,Riandea,POGGERS
25600,2018-05-11T17:57:04.06,nemsythewarlock,CrreamAwk CrreamAwk CrreamAwk CrreamAwk
25601,2018-05-11T17:57:04.37,Buniwithabow,whos ninja?
25602,2018-05-11T17:57:05.27,nix_moon,DO IT POGGERS
25603,2018-05-11T17:57:05.65,lightshad3z,POGGERS BOARD SPAM
25604,2018-05-11T17:57:06.61,貓貓將會吞噬你,DO IT
25605,2018-05-11T17:57:08.26,LordOfSquirreIs,DO IT
25606,2018-05-11T17:57:08.34,Unused_holes,we are ready for ZaMa Kreygasm
25607,2018-05-11T17:57:09.8,チョマ,DansGame
25608,2018-05-11T17:57:10.35,SebiMk,POGGERS IM READY
25609,2018-05-11T17:57:10.93,Renouncing_Shirtlessness,PogChimp
25610,2018-05-11T17:57:11.06,nichopocho,DO IT
25611,2018-05-11T17:57:11.20,beavertailsandwich,DO IT POGGERS
25612,2018-05-11T17:57:11.30,pythundra,DEW IT
25613,2018-05-11T17:57:12.89,swuster,NOOOOOOOOOO
25614,2018-05-11T17:57:12.9,nemsythewarlock,monkaS CrreamAwk
25615,2018-05-11T17:57:12.96,ottomr,DansGame
25616,2018-05-11T17:57:14.08,romek_ziomek,DO IT POGGERS
25617,2018-05-11T17:57:14.91,Renixion,THOT
25618,2018-05-11T17:57:16.19,kalaseer,begone thots PogChamp
25619,2018-05-11T17:57:17.26,Sikath11,BEGONE THOT
25620,2018-05-11T17:57:17.34,Firnaf,BEGONE THOT
25621,2018-05-11T17:57:17.45,and_steven,B E G O N E
25622,2018-05-11T17:57:17.78,saucexoxo,BEGONE THOT
25623,2018-05-11T17:57:17.86,Eldar_Warlock,DansGame
25624,2018-05-11T17:57:17.92,beavertailsandwich,DansGame
25625,2018-05-11T17:57:18.30,nichopocho,No balls
25626,2018-05-11T17:57:18.68,OneGreatSushi,DansGame
25627,2018-05-11T17:57:19.19,Valueacc,BEGONE THOT
25628,2018-05-11T17:57:19.58,Christian_HS,PogChamp
25629,2018-05-11T17:57:20.14,3Blaze,THOT
25630,2018-05-11T17:57:20.22,少女不十分,POGGERS Clap
25631,2018-05-11T17:57:22.17,jdk2209,@AmazHS You missed my Prime Sub :((((
25632,2018-05-11T17:57:22.35,BenkeMan,I'm ready. FeelsGoodMan
25633,2018-05-11T17:57:22.95,hegevik94,No space anyway
25634,2018-05-11T17:57:24.77,apagne,POGGERS
25635,2018-05-11T17:57:24.79,1dmgofflethalboys,POGGERS
25636,2018-05-11T17:57:25.6,dont_underuse_monkas,NO IT'S NOT YOU SCRUBNUB
25637,2018-05-11T17:57:27.51,Kbabknight,B E G O N E T H O T
25638,2018-05-11T17:57:29.00,Christian_HS,@jdk2209 amaz3
25639,2018-05-11T17:57:30.12,carlordau,deathwing inc
25640,2018-05-11T17:57:30.83,SerbianLuckyCharm,BEGONE THOY
25641,2018-05-11T17:57:31.49,WlSPA,69 gachiGASM
25642,2018-05-11T17:57:31.53,noxillious77,COGGERS
25643,2018-05-11T17:57:31.60,Dominik094,scream inc
25644,2018-05-11T17:57:32.28,Riandea,69 amazBASS
25645,2018-05-11T17:57:32.35,Sjoediboy,The thing has been done
25646,2018-05-11T17:57:32.56,貓貓將會吞噬你,69
25647,2018-05-11T17:57:33.23,macaron3i,69
25648,2018-05-11T17:57:34.20,mata_hxri,PSYCHIC SCREAM INC
25649,2018-05-11T17:57:34.21,DOGEpocalypse,good is the enemy of great
25650,2018-05-11T17:57:34.66,mr_dodz,POGGERS
25651,2018-05-11T17:57:34.87,MrCoolSK,POGGERS
25652,2018-05-11T17:57:35.32,pythundra,BEGONE THOT
25653,2018-05-11T17:57:37.,R6Kappa,69
25654,2018-05-11T17:57:38.89,suhuramax,amazBASS
25655,2018-05-11T17:57:41.03,swuster,TREE
25656,2018-05-11T17:57:42.41,GoodGuyFerri,Psychic Scream BlessRNG
25657,2018-05-11T17:57:43.76,チョマ,Jebaited
25658,2018-05-11T17:57:43.8,nemsythewarlock,kappa
25659,2018-05-11T17:57:45.97,noxillious77,Scream BlessRNG
25660,2018-05-11T17:57:47.06,da_fr3di,two times 💿 forsenOMEGA
25661,2018-05-11T17:57:47.89,nemsythewarlock,Kappa
25662,2018-05-11T17:57:48.37,TheShyBoyyy,amazBASSamazBASSamazBASS
25663,2018-05-11T17:57:48.51,SebiMk,3 times
25664,2018-05-11T17:57:49.46,bosstaurusprimigenus,LUL
25665,2018-05-11T17:57:49.56,Etanks,How much mana do the whelp tokens cost out of hand?
25666,2018-05-11T17:57:50.18,God_Potemkins,"EVERYWHELP, GET IN HERE"
25667,2018-05-11T17:57:52.40,da_fr3di,two times 💿 forsenOMEGA ⁭
25668,2018-05-11T17:57:52.41,Etanks,3?
25669,2018-05-11T17:57:52.73,SerbianLuckyCharm,cmonBruh FailFish BuddhaBar BuddhaBar MrDestructoid <3 OpieOP PermaSmug DAESuppy SmoocherZ TheThing
25670,2018-05-11T17:57:53.48,tylday,LUL
25671,2018-05-11T17:57:53.48,TheShyBoyyy,amazBASS amazBASS amazBASS
25672,2018-05-11T17:57:54.01,panluffy123,@skod HE RUN AWAY LUL LUL LUL
25673,2018-05-11T17:57:54.10,callmeonmycellphone,MAA DISPEL
25674,2018-05-11T17:57:54.64,SebiMk,3 times is max
25675,2018-05-11T17:57:55.47,Kar1on,MCT
25676,2018-05-11T17:57:56.45,TheRamsFire,WTF dragon not golden WutFace
25677,2018-05-11T17:57:57.61,manBearGopher,TriHard Clap
25678,2018-05-11T17:57:58.47,史萊姆君,Jebaited LUL
25679,2018-05-11T17:57:58.51,Kuropika,gachiGASM
25680,2018-05-11T17:57:58.73,Nathmathics,DONT CALL PEOPLE LIARS 😡
25681,2018-05-11T17:57:59.44,Eldar_Warlock,TriHard
25682,2018-05-11T17:58:00.75,3cson,6-9 LUL
25683,2018-05-11T17:58:00.93,WlSPA,amazPls
25684,2018-05-11T17:58:01.96,and_steven,"amazScam accidents, they happen you know?"
25685,2018-05-11T17:58:02.55,GALLICK,amazPls
25686,2018-05-11T17:58:02.88,theftnoodles,TriHard mine now
25687,2018-05-11T17:58:03.22,APlayerWithAVeryLongName,"@AmazHS Hi senpai, how many lands should I put in my magic arena draft?"
25688,2018-05-11T17:58:03.81,Raddaya,SANS
25689,2018-05-11T17:58:03.94,Kbabknight,amazBASS
25690,2018-05-11T17:58:04.1,vincent_arab,TriHard
25691,2018-05-11T17:58:04.63,suhuramax,TriHard
25692,2018-05-11T17:58:04.77,da_fr3di,amazPls
25693,2018-05-11T17:58:05.32,Pissbeard,amazPls
25694,2018-05-11T17:58:06.05,groundpoint,RedCoat
25695,2018-05-11T17:58:06.36,Aklaio,LUL
25696,2018-05-11T17:58:06.85,bosstaurusprimigenus,THOT
25697,2018-05-11T17:58:07.7,Unused_holes,2 times back to back
25698,2018-05-11T17:58:07.72,lightshad3z,amazPls
25699,2018-05-11T17:58:08.11,Franczy,THOT
25700,2018-05-11T17:58:08.38,romek_ziomek,SMOrc
25701,2018-05-11T17:58:08.39,LordOfSquirreIs,@AmazHS no golden 4/9 dragon?
25702,2018-05-11T17:58:08.55,mardybm,THOT
25703,2018-05-11T17:58:09.82,孙悟空,6-9
25704,2018-05-11T17:58:10.07,Firnaf,BEGONE THOT
25705,2018-05-11T17:58:10.30,Renixion,THOT
25706,2018-05-11T17:58:10.49,Eldar_Warlock,THOT
25707,2018-05-11T17:58:10.78,tylday,BEGONE THOT
25708,2018-05-11T17:58:11.34,BenO_____,THOT
25709,2018-05-11T17:58:12.14,SebiMk,SMOrc Clap
25710,2018-05-11T17:58:12.50,nemsythewarlock,BEGONE
25711,2018-05-11T17:58:14.20,3Blaze,THOT 😡
25712,2018-05-11T17:58:14.46,Damen_1,@skod got scared toget banned OMEGALUL
25713,2018-05-11T17:58:14.66,vincent_arab,THOT
25714,2018-05-11T17:58:15.92,jdk2209,@Christian_HS Thanks for the love amaz3
25715,2018-05-11T17:58:17.84,nemsythewarlock,thoooooot
25716,2018-05-11T17:58:18.15,SebiMk,THOT
25717,2018-05-11T17:58:18.51,ryochan915,EZ
25718,2018-05-11T17:58:19.10,Aklaio,CHAT Clap
25719,2018-05-11T17:58:19.26,Kilan13,THOT
25720,2018-05-11T17:58:21.27,BenkeMan,amazPls 💀
25721,2018-05-11T17:58:21.41,kardelot,SeemsGood
25722,2018-05-11T17:58:22.5,Turias,@jdk2209 did you refresh stream and share your resub at the top of chat?
25723,2018-05-11T17:58:22.73,Late_Night_V2,Clap
25724,2018-05-11T17:58:22.90,lightshad3z,POGGERS
25725,2018-05-11T17:58:23.7,貓貓將會吞噬你,POGGERS
25726,2018-05-11T17:58:23.89,GALLICK,more undertale amazBASS
25727,2018-05-11T17:58:23.92,artrojort,THOT
25728,2018-05-11T17:58:23.9,Eldar_Warlock,POGGERS
25729,2018-05-11T17:58:24.02,apagne,PogChamp
25730,2018-05-11T17:58:24.24,TonaldDrumpet,TriHard
25731,2018-05-11T17:58:25.32,noxillious77,BEGONE THOT
25732,2018-05-11T17:58:25.53,HollowFanXoXo,POGGERS
25733,2018-05-11T17:58:25.54,rangedkibbles3,BEGONE THOT
25734,2018-05-11T17:58:26.39,Christian_HS,@ 43994785 :) / Hello
25735,2018-05-11T17:58:27.25,englethorp,EZ Clap
25736,2018-05-11T17:58:27.54,bosstaurusprimigenus,excavated evil Jebaited
25737,2018-05-11T17:58:27.59,Sjoediboy,Value Overload
25738,2018-05-11T17:58:29.06,ayolah,EZ
25739,2018-05-11T17:58:29.30,GameikCZE,EZ Clap
25740,2018-05-11T17:58:29.46,katherinee_,Pogchamp
25741,2018-05-11T17:58:29.72,Peleiso,SeemsGood
25742,2018-05-11T17:58:30.05,pisechka88,Kreygasm
25743,2018-05-11T17:58:30.70,uzerne,EZ Clap
25744,2018-05-11T17:58:31.39,and_steven,BEGONE FROM MY SWAMP
25745,2018-05-11T17:58:31.40,bobepicteam,DISGUSTING OMEGALUL
25746,2018-05-11T17:58:31.74,NaturalSelec,combo PogChamp
25747,2018-05-11T17:58:32.46,Anddursia,Value monkaS
25748,2018-05-11T17:58:32.52,callmeonmycellphone,POGGERS
25749,2018-05-11T17:58:33.0,nemsythewarlock,begone thot GOWKratos
25750,2018-05-11T17:58:33.57,Buchi0,PogChamp
25751,2018-05-11T17:58:34.,katherinee_,PogChamp
25752,2018-05-11T17:58:34.49,BlueSkyHS,SCREAM
25753,2018-05-11T17:58:34.55,lightshad3z,SeemsGood
25754,2018-05-11T17:58:34.65,Bread21,Begone thot!
25755,2018-05-11T17:58:34.67,iberdek,SeemsGood
25756,2018-05-11T17:58:34.70,slugatx,PogChamp
25757,2018-05-11T17:58:35.51,triggermandoesacartwheel,yikers
25758,2018-05-11T17:58:36.32,hahahhxdxdxd,is that balanced? @AmazHS
25759,2018-05-11T17:58:36.50,SebiMk,EZ 12
25760,2018-05-11T17:58:36.9,Neonldas,UUUUUUH amazDerp
25761,2018-05-11T17:58:37.11,チョマ,Kappa
25762,2018-05-11T17:58:37.43,Leowu0514,BIG COMEBACK
25763,2018-05-11T17:58:37.48,kuronlin,Value Town EZ Clap
25764,2018-05-11T17:58:38.43,Eldar_Warlock,SeemsGood
25765,2018-05-11T17:58:39.05,VoidTitan,Scream BlessRNG
25766,2018-05-11T17:58:39.71,dizzysheep1,Balanced SeemsGood
25767,2018-05-11T17:58:40.20,Schrodinger_Cat__,100 $ EZ Clap
25768,2018-05-11T17:58:40.,Kbabknight,SeemsGood
25769,2018-05-11T17:58:40.92,realquaid69,breaker OMEGALUL
25770,2018-05-11T17:58:41.02,TheRamsFire,SeemsGood
25771,2018-05-11T17:58:41.5,alan2148,2mana 3/3
25772,2018-05-11T17:58:41.57,orcbestotrom,schyic scream!
25773,2018-05-11T17:58:42.71,beavertailsandwich,Scream EZ Clap
